person_nid,person_title,person_round,person_house,country_nid,country_title,person_firstname,person_lastname,person_firstname_local,person_lastname_local,person_bday,person_gender,person_born_abroad,person_birthplace,person_birthcountry,person_marital_stat,person_numchild,person_occupation_1,person_occupation_2,person_occupation_3,person_family_clan_link,person_family_clan_name,person_family_clan_nam_rel,person_lang_native_nid,person_lang_native_title,person_lang_native_rel,person_lang_native_other,person_lang_spoken_nid,person_lang_spoken_title,person_lang_spoken_other,person_lang_english,person_lang_french,person_lang_arabic,person_lang_spanish,person_lang_chinese,person_lang_german,person_lang_russian,person_lang_portuguese,person_lang_other,person_lang_all_count,person_unv_name_1,person_unv_name_2,person_unv_name_3,person_ug_major_all,person_ug_major_1,person_ug_major_2,person_ug_major_3,person_education,person_college_country,person_abroad,person_eduwest,person_course_of_study,person_notes,person_aff_party_nid,person_aff_party,person_party_aff_nonpartisan,person_party_aff_power,person_party_aff_position,prsn_prty_aff_position_local,prsn_prty_aff_coalition_differ,person_party_aff_pol_exp,person_office_type_1,person_office_position_1,person_office_minposarea_1,person_office_minposarea_lo,person_office_service_began_1,prsn_office_srvc_bgn_cabi_1,person_office_terms_1,person_office_pm_participate_1,person_office_howmanydays_1,prsn_office_hwmnydys_miss_1,prsn_office_cnsttncy_nid_1,prsn_office_cnsttncy_title_1,person_office_type_2,person_office_position_2,person_office_minposarea_2,person_office_service_began_2,prsn_office_srvc_bgn_cabi_2,person_office_terms_2,person_office_pm_participate_2,person_office_howmanydays_2,prsn_office_hwmnydys_miss_2,prsn_office_cnsttncy_nid__2,prsn_office_cnsttncy_title_2,person_office_type_3,person_office_position_3,person_office_minposarea_3,person_office_service_began_3,prsn_office_srvc_bgn_cabi_3,person_office_terms_3,person_office_pm_participate_3,person_office_howmanydays_3,prsn_office_hwmnydys_miss_3,prsn_office_cnsttncy_nid_3,prsn_office_cnsttncy_title_3,terms,startReign
131637,Al Haj Adam blue Yousef,1,Lower House,129561,Sudan,Al Haj Adam blue,Yousef,,,1955-01-01,Male,0.0,,Sudan,Married,,Education: university professor,,,,,,"130820,130822",Arabic|Fur|Local Darfurian dialects,,Local Darfurian dialects,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,,,,agronomy,agronomy,,,Ph.D.,,0.0,0.0,,,130806,National Congress Party (formerly National Islamic Front),No,No,,,,,Executive,Second Vice President,,,2011-01-01,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,0,2011-01-01
272629,Phelekezela Mphoko,,,76327,Zimbabwe,Phelekezela,Mphoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0.0,,,,0,,,,,,,,Executive,Vice President,other,,2013-01-01,,0,,,,0,,"Cabinet, Minister",,,,,0,,,,0,,,,,,,0,,,,0,,0,2013-01-01
88929,Morgan Richard Tsvangirai,1,,76327,Zimbabwe,Morgan Richard,Tsvangirai,,,1952-01-01,Male,0.0,Gutu area South of Harare,,,6.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,,,Shona,,Shona,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,,,,,,"At independence in 1980 Morgan Tsvangirai, who was then aged 28, joined the then popular and victorious ZANU-PF party led by the man who was later to become his biggest political rival, Robert Mugabe. Tsvangirai is reported to have been an ardent Mugabe supporter and to have risen ""swiftly in the hierarchy"", eventually becoming one of the party's senior officials. He is also known for his role in the Zimbabwean trade Union movement, where he held the position of branch chairman of the Associated Mine Workers' Union and was later elected into the executive of the National Mine Workers' Union. In 1989 he became the Secretary-General of the Zimbabwe Congress of Trade Unions, the umbrella trade union organization of Zimbabwe. 
Tsvangirai led the ZCTU away from the ruling ZANU-PF. As his power and that of the movement grew, his relationship with the Government deteriorated. He has survived at least three assassination attempts, including one in 1997 where unknown assailants burst into his tenth story office and tried to throw him out of the window
In 1999 Tsvangirai founded and organized the Movement for Democratic Change, an opposition party opposed to President Robert Mugabe and the ZANU-PF ruling party. He helped to defeat the February 2002 constitutional referendum, successfully campaigning against it along with the National Constitutional Assembly.
Tsvangirai lost the March 2002 Presidential Election to Mugabe. The election provoked widespread allegations that Mugabe had rigged the election through the use of violence, media bias, and manipulation of the voters' roll leading to abnormally high pro-Mugabe turnout in some areas. 

Morgan Tsvangirai has been a pain in the neck for Robert Mugabe since he became Secretary-General of the ZCTU in 1998 and withdrew the union from the grip of ZANU-PF. In the absence of a strong opposition party, following the merger of Mugabeâ€™s ZANU-PF and Joshua Nkomoâ€™s ZAPU in 1987, the labour movement was viewed as a political threat to the ruling party. There was even an assassination attempt on Tsvangirai in 1997 when a group of seven tried to throw him out of his 10th floor offices.
 
Under pressure to create an alternative to ZANU-PF Tsvangirai led the ZCTU and other civic organisations to form the Movement for Democratic Change in 1999.  He was also Chairman of the National Constitutional Assembly which led the campaign to vote against the proposed new constitution, drafted by Mugabe in February 2000, marking the first defeat Mugabe had suffered since taking power.  The MDC nearly kicked ZANU-PF out of office in the June 2000 parliamentary elections when it won 57 out of the 120 elected seats in parliament
 
Mugabeâ€™s answer was to unleash unprecedented violence against MDC supporters. Tsvangirai was arrested and charged with treason but later acquitted.  He challenged Mugabe in the presidential elections of 2002 and lost, but claimed the elections were rigged. There was a serious challenge to his leadership when his top lieutenants Welshman Ncube and Gibson Sibanda led a breakaway group that wanted to contest the 2005 senate elections, which Tsvangirai had said should be boycotted. The MDC had suffered a major loss in March 2005 when it won only 41 of the 120 contested seats. Ncube walked out with a majority of the Members of Parliament, virtually becoming the official opposition. Tsvangirai was forced to rebuild the party but Mugabe never shifted his eyes off Tsvangirai because he realised he had the support of the people and continued to harass and arrest him.
 
Tsvangirai surprised everyone, including himself, when he won the presidential elections in March 2008 but his indecision on what to do next, gave Mugabe a chance to reassert himself, dispute the results and call for a re-run. Mugabe unleashed a wave of violence that saw Tsvangirai flee the country, thus giving Mugabe breathing space. When Tsvangirai
 pulled out of the re-run as a consequence of the violence inflicted on his supporters,  Mugabe went ahead with the one-candidate election and was quickly sworn in.  He could not, however, hold the country together and was forced to sign a  power-sharing agreement with Tsvangirai on 15 September.
 
Tsvangirai was sworn in on 11 February. Though he has been criticised for failing to confront Mugabe head-on after his election victory, he is steadily asserting his power. His long years in the labour movement where everything had to be agreed upon by consensus could be a major setback because at times he has to go with the decision of the majority when he might not personally agree with that decision.
 
He has also demonstrated that he can withstand tremendous pressure. He has managed to contain his supporters, civic society and donors who still want vengeance against ZANU-PF. He has remained constant in his support for the inclusive government.
 
He was not even swayed by the death of his wife on 6 March, four days before his 57th birthday, though there were cries of foul play. He has also managed to contain his Secretary-General, Tendai Biti, who seems to be still playing to the gallery.  His biggest problem could come from Bulawayo where there are already two distinct factions, one supporting him and the other his deputy, Thokozani Khupe. The infighting could play into the hands of Dumiso Dabengwa, who has revived the ZAPU, which once dominated the city and the entire Matabeleland.",82711,Movement For Democratic Change,No,Top ten,President,Prime Minister of Zimbabwe,,Party organization/administration,"Cabinet, Minister",,PM or equivalent,"English, Shona, Ndebele",2008-01-01,,0,,,,0,,Executive,Prime Minister,,2008-01-01,,0,,,,0,,,,,,,0,,,,0,,0,2008-01-01
102875,Johann N. Schneider-Ammann,"1,2",,75341,Switzerland,Johann N.,Schneider-Ammann,,,1952-01-01,Male,0.0,Sumiswald (BE),Switzerland,Married,2.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,,75932,Germanic languages,,,"90630,75937,75941",English|French|Italian,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4,,,,economics / business / management|engineering,economics / business / management,engineering,,Post-graduate (anything except Ph.D. degree),,1.0,1.0,MBA,"https://www.parlament.ch/en/biografie?CouncillorId=508
https://www.admin.ch/gov/en/start/departments/department-of-economic-affairs-education-research-eaer.html",80924,FDP The Liberals,No,No,Member,Member,,Previous MP,Executive,"Head of the Federal Department of Economic Affairs, Education and Research","research, technology",Department für Wirtschaft und Bildung,2010-01-01,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,0,2010-01-01
102872,Ueli Maurer,"1,2",Lower House,75341,Switzerland,Ueli,Maurer,,,1950-01-01,Male,0.0,Wetzikon (ZH),Switzerland,Married,6.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,,75932,Germanic languages,,,"90630,75937",English|French,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,,,,economics / business / management,economics / business / management,,,"Higher education, non university",,,,Commerce,"https://www.parlament.ch/en/biografie?CouncillorId=146
https://www.admin.ch/gov/en/start/departments/department-of-finance-fdf.html",80911,Swiss People's Party SVP,No,Apex,Former president,Member,,Party organization/administration,Executive,The Federal Department of Finance (FDF) ,finance / treasury / budget,"Finanzdepartment|Département fédéral de la Défense, de la protectio...",2016-01-01,,0,,,,0,,"Cabinet, Minister",,defence,2008-01-01,2013.0,1,,,,0,,,,,,,0,,,,0,,0,2016-01-01
265105,Emmanuel Macron,,,69010,France,Emmanuel,Macron,,,1977-01-01,Male,0.0,Amiens,France,Married,,"Employed: professional (accountant, architect, lawyer, medical doctor etc.)",,,,,,69087,French,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,other,other,,,Post-graduate (anything except Ph.D. degree),,0.0,,,,0,,,,,,,,Executive,President of France and ex officio Co-Prince of Andorra,economy,"Économie, Industrie et Numérique",2017-01-01,,0,,,,0,,,,industry,2017-01-01,,0,,,,0,,,,,2017-01-01,,0,,,,0,,0,2017-01-01
74234,Abdoulaye Wade,1,,73702,Senegal,Abdoulaye,Wade,,,,Male,0.0,Saint-Louis,,Married,2.0,,,,,,,,wolof,,wolof,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,mathematics / computer science,mathematics / computer science,,,Ph.D.,,1.0,1.0,"Mathematic, economics, law, sociology, psychology",,73900,Senegalese Democratic Party,No,Apex,Founder and Leader of the Senegales Democratic Party,,No,,Executive,President of the republic,,,2000-01-01,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,0,2000-01-01
102559,Alain Berset,"1,2",,75341,Switzerland,Alain,Berset,,,1972-01-01,Male,0.0,Fribourg (FR),Switzerland,Married,3.0,"Employed: middle management (department head, technician etc.)",,,,,,75937,French,,,"90630,75932",English|Germanic languages,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,,,,economics / business / management|social sciences,economics / business / management,social sciences,,Ph.D.,,0.0,1.0,Economics; Political Sciences,"Member of the Council of States (Senate)
https://www.admin.ch/gov/en/start/departments/department-home-affairs-fdha.html",80915,Social Democratic Party/ Swiss Socialist Party SP/PS,No,Apex,Vice-President of the party assembly group,Member,,Party organization/administration,Executive,,Vice or deputy PM,Vizepräsident,2007-01-01,,2,,,,0,,Executive,Head of the Federal Department of Home Affairs,social affairs,2012-01-01,,0,,,,0,,,,,,,0,,,,0,,0,2012-01-01
25841,Byong Gyu Jang,"1,2",,1296,"Korea, North",Byong Gyu,Jang,,,1920-01-01,Male,,,,,,,,,,,,1314,Korean,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,,,,,,,0,,,,,,,,Member of Parliament,Prosecutor General,,,2014-01-01,,1,,,,0,,Executive,Chief Prosecutor of the Central Prosecutor's Office,,2017-01-01,,0,,,,0,,,,,,,0,,,,0,,0,2017-01-01
85326,Demetris Christophias,1,,74287,Cyprus,Demetris,Christophias,,,1946-01-01,Male,0.0,"Dhikomo, Keryneia",,,3.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,,85317,Greek,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,,,,social sciences,social sciences,,,Ph.D.,,1.0,1.0,social sciences,"CHRISTOFIAS DEMETRIS
PRESIDENT OF THE REPUBLIC OF CYPRUS

Mr Demetris Christofias was inaugurated President of the Republic of Cyprus on 28 February 2008 following his victory at the Presidential Elections of 24 February 2008.

At the time of his election Mr Christofias was serving his second five-year term as President of the House of Representatives, a post he held since 2001. He was first elected to the House of Representatives as an AKEL-Left-New Forces party candidate for the Kyrenia district in 1991 and was re-elected in 1996, in 2001 and 2006.

He was General Secretary of the AKEL Central Committee from 22 April 1988 to 21 January 2009. Following the death of Ezekias Papaioannou, AKELâ€™s General Secretary, on 10 April 1988, he was appointed Acting General Secretary by the Political Bureau of the Central Committee of the party and subsequently elected General Secretary. In 1987 he was elected on the Secretariat of the Central Committee of AKEL, in 1986 as a member of the Political Bureau of the Central Committee and in 1982 as a member of the Central Committee of the party. In 1976 he was elected member of the Nicosia-Kyrenia District Committee of AKEL.

Mr Christofias became politically active at an early age when at the age of fourteen he joined the Pancyprian United Students Organisation. In 1964 he became a member of AKEL, of the Pancyprian Federation of Labour (PEO) and of the United Democratic Youth Organisation (EDON). In 1969, at the 5th Congress of EDON, he was elected member of its Central Council. In 1974, following the completion of his studies in Moscow, he returned to Cyprus and was employed by EDON, where he was elected to the post of Central Organisational Secretary and, in 1977, to the post of General Secretary. He served at this post until 1987.

President Christofias is the recipient of many honours and distinctions including the prestigious Alexander Pushkin medal by the Russian Federation in 2007, for his contribution to the development of friendship between Russia and Cyprus and for his support of the Russian language and culture; the Great Cross of the Church of the Apostle Mark, with a star, by His Beatitude Theodoros II, Pope and Patriarch of Alexandria and All Africa in 2009; the Knight of the Collar of the Pian Order by His Holiness Pope Benedict XVI in 2010; and the Order of Friendship of the Russian Federation by President Dmitry Medvedev in 2010. Moreover, he has received Honourary Degrees from a number of universities including: the University of Macedonia, in Greece (2004), the Moscow State Institute of International Relations, in Russia (2008), the University for Foreigners of Perugia, in Italy (2009), the University of Patras, in Greece (2010), the National and Kapodistrian University of Athens, in Greece (2010), the European University Cyprus (2011), and the University of Mariupol, in Ukraine (2011). He was also honoured by a number of cities in several countries including Greece, Italy and Ukraine.

The President holds a Doctor of Philosophy degree in History from the Institute of Social Sciences in
Moscow (Academy of Social Sciences of the Soviet Union). He speaks English and Russian.

He was born on 29 August 1946, in Dhikomo in the Kyrenia District, in the area of Cyprus under military
occupation by Turkey since 1974.

Mr Christofias is married to Elsi Chiratou and they have two daughters and a son. 

",85321,Progressive Party for the Working People (A.K.E.L.),No,Apex,Former General Secretary,Proin Genikos Grammateas,No,Party organization/administration,Executive,President,,,2008-01-01,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,0,2008-01-01
1401,Guy Lindsay Scott,1,,629,Zambia,Guy Lindsay,Scott,,,1944-01-01,Male,0.0,,,Married,,"Employed: professional (accountant, architect, lawyer, medical doctor etc.)",,,,,,,,,,744,Bemba,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,economics / business / management,economics / business / management,,,Ph.D.,,1.0,1.0,Cognitive Science,,640,Patriotic Front,No,No,Vice-President,,No,Local government,Executive,Former Acting President of the Republic,,,2015-01-01,,2,,,,0,,Executive,Former Vice President of the Republic,,2011-01-01,,0,,,,0,,,,,,,0,,,,0,,0,2011-01-01
122204,Ousmane Masseck Ndiaye,1,,73702,Senegal,Ousmane Masseck,Ndiaye,,,,Male,0.0,Saint-louis,,Married,,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,,74280,Wolof|wolof,Assumed,wolof,74280,Wolof,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,,,,economics / business / management,economics / business / management,,,Post-graduate (anything except Ph.D. degree),,0.0,0.0,,,73900,Senegalese Democratic Party,No,No,Local responsible,Former Mayor of Saint-Louis,Yes,Previous Minister,Executive,President of the Economic and Social Council,,,2009-01-01,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,0,2009-01-01
113649,LUIS FEDERICO FRANCO GÓMEZ,1,,76280,Paraguay,LUIS FEDERICO,FRANCO GÓMEZ,,,1962-01-01,Male,0.0,Asuncion,,Married,4.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,,"76314,76316",Guarani|Spanish; Castilian,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,,,,medicine,medicine,,,University / college,,0.0,0.0,Surgery & Internal Medicine,"CurrÃ­culum Vitae

DATOS PERSONALES 

Nombre: 

LUIS FEDERICO

Apellido:   

FRANCO GÃ“MEZ

Fecha de Nacimiento:    

23 de Julio de 1.962

Lugar de Nacimiento:   

Asuncion

Nacionalidad:

Paraguaya

ProfesiÃ³n:  

MÃ©dico Cirujano.

Estado Civil:    

Casado.

Esposa: 

Emilia Patricia Alfaro de Franco


  Cantidad de Hijos:                                  

Luis Federico Franco Alfaro
Claudia Vanesa Franco Alfaro
Ivan Alejandro Franco Alfaro
Enzo SebastiÃ¡n Franco Alfaro
  ESTUDIOS REALIZADOS 

UNIVERSITARIO:

Facultad de Ciencias MÃ©dicas Universidad Nacional de AsunciÃ³n - 1986 
TÃ­tulo Obtenido: Doctor en Medicina y CirugÃ­a, AsunciÃ³n - Paraguay

SECUNDARIO: 

Nivel BÃ¡sico Colegio Nacional de la Capital
Bachillerato: Colegio ApostÃ³lico San JosÃ© 
AsunciÃ³n â€“ Paraguay

PRIMARIO:  

Escuela RepÃºblica Dominicana 
AsunciÃ³n â€“ Paraguay

POST GRADO: 

Especialidad en Medicina Interna 

CARGOS PROFESIONALES

AÃ±os 1990 â€“ 1991: Jefe de Internos y de Residentes 1CCM Hospital de ClÃ­nicas (HC).
AÃ±os 1990 â€“ 1991: Jefe de Guardia de Urgencia, 1CCM HC.
AÃ±os 1991 â€“ 1992: Instructor de SemiologÃ­a MÃ©dica.
AÃ±os 1994 â€“ 1996: Jefe de Guardia de Hospital Nacional MSP y BS.
Jefe de Residentes de Medicina Interna del Hospital Nacional MSP y BS
Jefe de Sala de ClÃ­nica MÃ©dica del Hospital Nacional MSP y BS
Jefe de sala de cardiologÃ­a del Hospital Nacional MSP y BS
Miembro de la Sociedad Paraguaya de Medicina Interna. PresentaciÃ³n del tema SÃ­ndrome de Anticuerpo Antifosfolipido Primario, en fecha 24 de junio de 1991 en el SalÃ³n Auditorio de la 3 CCM del HC. 
Miembro de la ComisiÃ³n Directiva de la Sociedad Paraguaya de Medicina Interna. 

CARGOS ELECTIVOS

Vicepresidente de la RepÃºblica del Paraguay â€“ Electo en Elecciones DemocrÃ¡ticas. Alianza PatriÃ³tica para el Cambio (A.P.C.) por el Partido Liberal Radical AutÃ©ntico (P.L.R.A.) 
Periodo 2008 â€“ 2013
Gobernador del Departamento Central, electo en Elecciones DemocrÃ¡ticas    
Periodo 2003 â€“ 2008
Intendente Municipal de la ciudad de Fernando de la Mora, electo en Elecciones DemocrÃ¡ticas 
Periodo 1996 â€“ 2001 
Concejal Municipal de Fernando de la Mora electo en Elecciones DemocrÃ¡ticas
Periodo 1991 â€“ 1996.
COMISIONES A CARGO

Presidente de Comisiones de Obras PÃºblicas y  Planeamiento FÃ­sico y UrbanÃ­stico. 
Presidente de la Comision de Higiene, Servicio Social y Salubridad.
Presidente de la ComisiÃ³n de LegislaciÃ³n y Nomenclatura.
Presidente de la ComisiÃ³n de RecuperaciÃ³n de Bienes IlÃ­citos de la Junta Municipal de Fernando de la Mora 1991 â€“ 1996. Â´

ACTIVIDADES POLITICAS

Afiliado a los 14 aÃ±os al PLR, convencional desde entonces
Afiliado NÂº 250 al PLRA
Miembro de comitÃ© de Fernando de la Mora, Convencional.
Miembro del directorio del PLRA desde el 2002 al 2008.
Actual Presidente del PLRA 
OTROS CARGOS

Presidente de SETAMA (SecretarÃ­a de Transporte del Ãrea Metropolitana de AsunciÃ³n)
Miembro de OLAGI (OrganizaciÃ³n LatinoamÃ©rica de Gobiernos Intermedios)
Miembro Pleno ZICOSUR
Vicepresidente 1Â° de OPACI (OrganizaciÃ³n Paraguaya de CooperaciÃ³n Intermunicipal)
Secretario General de la AMUAM (AsociaciÃ³n de Municipalidades del Ãrea Metropolitana)
Presidente de SICUGA (Servicio Intermunicipal de Catastro Urbano del Gran AsunciÃ³n)
Miembro del Consejo Nacional de Salud
Miembro Pleno de MERCOCIUDADES
Representante del Programa de Fortalecimiento Municipal
Presidente de la Coordinadora de Intendentes Liberales del Paraguay
Presidente del Consejo Administrativo del centro Educativo Municipal y Departamental â€œEligio Ayalaâ€
Miembro Fundador de AJUMPA (AsociaciÃ³n de Juntas Municipales del Paraguay).
Miembro Fundador del INSTITUTO LATINO AMERICANO DE INTEGRACIÃ“N Y DESARROLLO en representaciÃ³n del Paraguay.
Presidente del Escritorio INSTITUTO LATINO AMERICANO DE INTEGRACIÃ“N Y DESARROLLO / PARAGUAY
Vicepresidente del escritorio Latino Americano de ALAIDE
Miembro del ComitÃ© Latinoamericano de Parlamentos Municipales.  ",76538,Authentic Radical Liberal Party (PLRA),No,Top ten,National Leader,Regional Leader,No,Political advisor,Executive,Vice President,,,2008-01-01,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,0,2008-01-01
133123,Mohamed Said Fofana,1,,129027,Guinea,Mohamed Said,Fofana,,,1952-09-12,Male,,Forecariah ,,Married,5.0,Employed: top management / director / CEO,,,,,,129639,Other|Soso,,Soso,129639,Other,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,,,,economics / business / management,economics / business / management,,,Post-graduate (anything except Ph.D. degree),,1.0,1.0,Economics,,0,,No,Apex,,,,,Executive,Prime Minister,,,2010-01-01,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,0,2010-01-01
109181,Victoire Sidemeho Tomegah-Dogbe,1,,95886,Togo,Victoire Sidemeho,Tomegah-Dogbe,,,1959-01-01,Female,0.0,Lome,,Married,3.0,Other,,,,,,105202,Ga|Mina,Assumed,Mina,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,economics / business / management,economics / business / management,,,Post-graduate (anything except Ph.D. degree),,0.0,0.0,,,105227,The Rally of the Togolese People,No,Top ten,,,,,"Cabinet, Minister",,"family, youth","Ministre du Développement à la base, de l'Artisanat, de la Jeunesse et de l'Emploi des Jeunes  (Minister of Grassroots Development, Handicrafts, Youth and Youth Employment)",2013-01-01,2010.0,4,,,,0,,Executive,"Chief of Staff, Presidency",,,,0,,,,0,,,,,,,0,,,,0,,0,
133011,Hamad bin Khalifa Al Thani,1,,132874,Qatar,Hamad bin Khalifa,Al Thani,,,1952-01-01,Male,,"Doha, Qatar",,Married,24.0,Employed: top management / director / CEO,Military official,,,Al Thani,,132880,Arabic|Arabic,Assumed,Arabic,132885,English,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,,,military,military,,,University / college,,1.0,1.0,,,0,,,,,,,,Executive,Head of Qatar State,,,1995-01-01,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,0,1995-01-01
56151,Michel Miguel Elias Temer,"1,2",,43678,Brazil,Michel Miguel Elias,Temer,,,1940-01-01,Male,0.0,"Tietê, SP",Brazil,Married,5.0,"Employed: professional (accountant, architect, lawyer, medical doctor etc.)","Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,45790,Portuguese,Assumed,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,,,,law,law,,,Ph.D.,,0.0,0.0,,"https://www.indexmundi.com/brazil/political_parties_and_leaders.html
https://en.wikipedia.org/wiki/Michel_Temer
http://www.brazilgovnews.gov.br/presidency/president/biography",43679,Brazilian Democratic Movement Party,No,Top ten,President,Presidente,,Party organization/administration,Executive,President,,,2016-01-01,,0,,,,0,,Party leader,"Party president ,Brazilian Democratic Movement Party or PMDB",,2001-01-01,,0,,,,0,,,,,,,0,,,,0,,0,2016-01-01
139516,Francois Bozize Yangouvonda,1,,134515,Central African Republic,Francois,Bozize Yangouvonda,,,1946-10-14,Male,1.0,Libreville,Gabon,Married,,Military official,,,,,,134786,Gbaya,,,134783,French,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,,,,military,military,,,"Higher education, non university",,,,,"Bozize won a seat in the National Assembly from Bangui's 4 arrondissement in 2011, but it is currently filled by his supplÃ©ant, Elie DotÃ©.",134797,National Convergence 'Kwa Na Kwa' (KNK),No,Apex,,,,,Executive,President,defence,"Défense nationale, des Anciens Combattants, des Vi...",2003-01-01,,0,,,,0,,"Cabinet, Minister",,,2003-01-01,,0,,,,0,,Party leader,President - Kwa Na Kwa (KNK),,2009-01-01,,0,,,,0,,0,2003-01-01
138127,Pravind Kumar Jugnauth,"1,2",,134516,Mauritius,Pravind Kumar,Jugnauth,,,1961-01-01,Male,0.0,"La Caverne, Vacoas-Phoenix",Mauritius,Married,3.0,,,,,Jugnauth,,"134525,134526,134524",Creoles and pidgins|English|French,,,"134525,134526,134524",Creoles and pidgins|English|French,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,,,,law,law,,,Ph.D.,,1.0,1.0,,http://mauritiusassembly.govmu.org/English/hmembers/Pages/Jugnauth-Pravind-Kumar.aspx,134534,Militant Socialist Movement (MSM),No,Top ten,Leader,Leader,Yes,Party organization/administration,Executive,Prime Minister of Mauritius,finance / treasury / budget,Ministry of Finance and Economic Developmen,2017-01-01,,0,,,,0,,"Cabinet, Minister",Leader - Militant Socialist Movement (MSM),economy,2003-01-01,2017.0,3,,,,0,,Member of Parliament,Member of Parliament,"research, technology",2014-01-01,2017.0,4,,,,283017,Quartier Militaire and Moka,0,2017-01-01
68041,Rosario Maria de Fatima Murillo Zambrana,"1,2",,64625,Nicaragua,Rosario Maria de Fatima,Murillo Zambrana,,,1951-01-01,Female,0.0,Managua,,Married,8.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,Ortega Murillo,,65612,Spanish; Castilian,,,"65613,65614",English|Other,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,,,,humanities,humanities,,,University / college,,1.0,1.0,,,64643,Sandinista National Liberation Front,No,Top ten,,,No,Political advisor,"Cabinet, Minister",,social affairs,Secretaria de Comunicacion y Participacion Ciudada...,2007-01-01,,0,,,,0,,Executive,Vice President,,2017-01-01,,0,,,,0,,,,,,,0,,,,0,,0,2017-01-01
65095,Álvaro Colom Caballeros,1,,64617,Guatemala,Álvaro,Colom Caballeros,,,1951-01-01,Male,0.0,"Guatemala City, Guatemala",,Married,3.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,,65018,Spanish; Castilian,Assumed,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,,,,engineering,engineering,,,University / college,,0.0,0.0,,,65020,National Unity of Hope,No,Apex,Secretary General,,,Party organization/administration,Executive,President,,,2008-01-01,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,0,2008-01-01
64232,Ricardo Martinelli Berrocal,1,,62194,Panama,Ricardo,Martinelli Berrocal,,,1952-01-01,Male,0.0,Panama,,Married,3.0,Employed: top management / director / CEO,Employed: other white-collar worker,Other,,Linares,,,,,,,,,,,,,,,,,,0,,,,economics / business / management,economics / business / management,,,Post-graduate (anything except Ph.D. degree),,1.0,1.0,Master in Finances,http://www.presidencia.gob.pa/hoja-de-vida-presidente.html ,64210,Democratic Change,No,Apex,President,President,,Party organization/administration,Executive,President,,,2009-01-01,,0,,,,0,,Party leader,President,,1998-01-01,,0,,,,0,,,,,,,0,,,,0,,0,2009-01-01
